ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,ABUSE,B_POLARITY,POR
conv33_mess73,Léo,11:41:06,Ca fait dégueulasse,bully_support,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
conv33_mess74,Fatimah,11:41:23,Leo parle pas de ceque tu connais pas puceau,victim,OAG,bully_support,DNG,DFN,ATK,NEG,1,0,0
conv33_mess75,Julie,11:41:43,le traite pas de puceau y ta bz dans les chiotte,bully,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
conv33_mess76,Coralie,11:41:47,va doigter ta mere toi,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv33_mess77,Julie,11:41:59,comme la moitié des mecs,bully,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
conv33_mess79,Coralie,11:42:11,va doigter ta mere toi,victim_support,OAG,bully,DNG,DFN,ATK,NEG,1,0,0
conv33_mess80,Julie,11:42:16,tu respect même pas ta relion t'es une szlope,bully,OAG,victim,NCG,ATK,DFN,NEG,1,1,1
conv33_mess81,Coralie,11:42:35,tu la connais meme pas sale pute,victim_support,OAG,bully,NCG,DFN,ATK,NEG,1,0,0
conv33_mess82,Léo,11:42:40,"Tkt même pas que j'm'y connais et les meufs comme toi ça dégage, j'touche pas aux choses sales",bully_support,OAG,victim_support,DNG,ATK,DFN,NEG,1,1,1
conv33_mess83,Pierre,11:42:47,tu connais rien et tu parle de religion,victim_support,NAG,NULL,NULL,DFN,ATK,NEG,0,0,0
conv33_mess84,Coralie,11:42:55,bien fait xD c'est toi tes sale jsuis sure qtu suces  la chatte de ta mere,victim_support,OAG,bully_support,DNG,DFN,ATK,NEG,1,0,0
conv33_mess85,Julie,11:43:55,"écoute moi bien billi boy la dernière fois qu'un mec m'a dit ça il habitait en face d'un cimetière, maintenant il habit(e en face de chez lui",bully,CAG,victim_support,THR,ATK,DFN,NEG,1,1,1
conv33_mess86,Fatimah,11:43:55,devant ton père,victim,OAG,bully_support,DNG,DFN,ATK,NEG,1,0,0
conv33_mess88,Léo,11:44:09,"En vrai j'dis pas mais julie elle a grv raison,  en fait tu caches bien ton jeu Fatimah",bully_support,OAG,victim,OTH,AIN,ATK,NEG,1,1,1
conv33_mess90,Fatimah,11:44:16,julie la fausse punchline,victim,OAG,bully,DNG,DFN,ATK,NEG,1,0,0
conv33_mess91,Coralie,11:44:25,tu ft pitié julie,victim_support,CAG,bully,DNG,DFN,ATK,NEG,1,0,0
conv33_mess92,Léo,11:44:27,Tu fais genre t'es religieuse et tt mais les meufs comme vous on sait ce que ça fait en planque après les cours,bully_support,OAG,victim,OTH,ATK,DFN,NEG,1,1,1
conv33_mess93,Fatimah,11:44:52,mais c'est vous qui avez un pb avec la religion,victim,OAG,bully_support,DNG,DFN,ATK,NEG,1,0,0
