ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,ABUSE,B_POLARITY,POR
conv22_mess151,justine,10:46:53,et toi t vraiment un tarer mental,victim_support,OAG,bully_support,DNG,DFN,ATK,NEG,1,0,0
conv22_mess152,Thibaut,10:47:02,mais qu'est ce tu raconte srx julien tu raconte que de la merde frr,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess153,Julien,10:47:38,ta geule thibault ta mere elle se fait prendre par toute lusine peugeot,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,1,1,1
conv22_mess154,Selena,10:47:49,"julien si on te bloques tous tu va moins rigoler, t'auras plus de victime",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess155,brice,10:47:59,paul quand il monte sur son lit il le casse,bully,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
conv22_mess156,Julien,10:48:06,bah je vous emmerderez en vrai,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,1,1,1
conv22_mess157,justine,10:48:10,mec la drogue c mal faut arreter julien je sais que ta mère elle t'aime pas julien pas besoin d'attaquer les autres,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess158,Julien,10:49:03,ta mere elle prend prebnd du popers ca lui ecarte le trou de balle  justine,bully_support,OAG,victim_support,DNG,ATK,DFN,NEG,1,1,1
conv22_mess159,justine,10:49:12,et que ta était adopté,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess160,Thibaut,10:49:22,faut qui fasse avec,victim_support,NAG,NULL,NULL,OTH,ATK,NEG,0,0,0
conv22_mess161,justine,10:49:30,le pauvre aussi,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess162,Paul,10:49:35,"@brice tu m'as rendu très triste, en ce moment je veux juste disparaître de ma vie",victim,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv22_mess163,Thibaut,10:49:49,"julien a pas de parent, ca doit etre dur..",victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess164,Julien,10:49:53,DISPARAITTTT,bully_support,OAG,victim,OTH,ATK,OTH,NEG,1,1,1
conv22_mess165,Selena,10:49:54,"Julien mais arêter de vous attaquez qur des trucs commace, faites du sport je sais pas moi-_- -_-",victim_support,NAG,NULL,NULL,CR,ATK,NEU,0,0,0
conv22_mess166,Thibaut,10:50:01,c'est pour ca quil se dechaine,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess167,justine,10:50:07,et pas d'amis quelle dommage,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,1,0,0
conv22_mess169,brice,10:50:14,sa ferait une bonne places sur la terre,bully,CAG,victim,OTH,ATK,DFN,NEG,1,1,1
conv22_mess170,justine,10:50:24,tg toi,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv22_mess171,Thibaut,10:50:31,la place yen a il a pas besoins de disparaitre,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,0,0,0
