ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,ABUSE,B_POLARITY,POR
conv30_mess56,Lea,10:42:20,apprenez a écrire avant de raconter de la merde,victim_support,OAG,bully,DNG,DFN,ATK,NEG,1,0,0
conv30_mess57,leo,10:42:20,paul mais casse toi laisse la juive se defendre seul,bully,OAG,victim/conciliator,OTH,ATK,NULL,NEG,1,1,1
conv30_mess58,Guillaume,10:42:21,je veux pas faire bisous a un juif,bully,OAG,victim,DNG,ATK,CR,NEG,1,1,1
conv30_mess59,Justine,10:42:49,"vous êtes graves, je suis Justine et pas la juive, je suis une personne et pas quelqu'un à anéantir",victim,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess61,Lea,10:43:47,vous en aurai jamais de toute façon arrêter,victim_support,CAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess62,Ana,10:43:59,bah mdr peut etre elle veut te faire un bisou elle,victim_support,CAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess63,leo,10:44:37,toute facon la juive et ses gardes du corps on s'en fou de vos vie postez vos photos de merde ailleurs,bully,OAG,victim/victim_support/conciliator,OTH,ATK,NULL,NEG,1,1,1
conv30_mess64,Justine,10:44:58,"mais ça te fait quoi que je sois juive, en quoi ça te dérange ?",victim,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess65,Lea,10:45:13,bah regarde ailleurs alors,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess66,Ana,10:45:20,mais c'est toi tu donnes ton avis depuis tt a l'heure alors qu'on s'en bat les couilles et si tu t'en fous casse toi et arrete de parler,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess68,leo,10:45:37,oue retourne a jerusalem,bully,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
conv30_mess69,Ana,10:45:44,va faire ta vie si t'en a une parce que j'ai des doutes,victim_support,CAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess70,Justine,10:46:00,"Mais tun'es  meme pas capable de répondre à ma question, ça vous fait quoi que je sois juive ?",victim,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess71,Ana,10:46:21,laisse tomber ila 0 reparti,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv30_mess72,Isabelle,10:46:45,ba ca nous dérange,bully_support,OAG,victim,OTH,ATK,DFN,NEG,1,1,1
conv30_mess73,Justine,10:46:55,et pourquoi ?,victim,NAG,NULL,NULL,DFN,ATK,NEU,0,0,0
conv30_mess74,Isabelle,10:47:08,ba t'es pas comme nous,bully_support,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
conv30_mess75,leo,10:47:09,on aime pas les juifs,bully,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
