ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,ABUSE,B_POLARITY,POR
conv19_mess55,Nicola,12:50:23,brice tu sert a r donc tg,bully_support,OAG,conciliator,OTH,ATK,CNS,NEG,1,1,1
conv19_mess56,theo,12:50:23,mais laisse y fait ce qui veux,victim_support,NAG,NULL,NULL,DFN,ATK,NEU,0,0,0
conv19_mess57,Nicola,12:50:26,non,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,1,1,1
conv19_mess59,Arthur,12:50:30,Théo Brice Plan a 4 les reufs? no homo,bully_support,OAG,victim/victim_support/conciliator,OTH,ATK,NULL,NEG,1,1,1
conv19_mess61,theo,12:50:38,t’es personne pour définir ce que les gens doivent aimer,victim_support,NAG,NULL,NULL,CNS,ATK,NEG,0,0,0
conv19_mess62,Ellian,12:50:41,theo le soutient pas,bully,NAG,NULL,NULL,OTH,CNS,NEG,0,0,1
conv19_mess63,Nicola,12:50:44,si,bully_support,NAG,NULL,NULL,OTH,OTH,NEG,0,0,1
conv19_mess64,LisaLaBoss,12:50:47,Nicola dis pas de dingueire je balance a la prof sinon,victim_support,OAG,bully_support,THR,DFN,ATK,NEG,1,0,0
conv19_mess65,theo,12:50:52,si fdp,victim_support,OAG,bully_support,NCG,DFN,ATK,NEG,1,0,0
conv19_mess67,Ellian,12:51:06,si vous balance je vous explose,bully,OAG,victim_support,THR,ATK,CNS,NEG,1,1,1
conv19_mess68,Paul,12:51:06,Ouais on balance à la prof sinon !,victim,OAG,bully_support,THR,EMP,DFN,NEG,1,0,0
conv19_mess69,Nicola,12:51:08,tg brice vrm,bully_support,OAG,conciliator,OTH,ATK,CR,NEG,1,1,1
conv19_mess71,Ellian,12:51:13,paul sale merde,bully,OAG,victim,NCG,ATK,DFN,NEG,1,1,1
conv19_mess72,Arthur,12:51:16,Brice endors toi,bully_support,OAG,conciliator,OTH,ATK,EMP,NEG,1,1,1
conv19_mess74,Nicola,12:51:18,quelle prof ??,bully_support,NAG,NULL,NULL,OTH,DFN,NEU,0,0,1
conv19_mess75,Camikaz,12:51:18,ellian arrete de faire l'homophobe on sait que t'es un trans mon reuf,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
