ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,ABUSE,B_POLARITY,POR
conv28_mess7,Natacha,11:36:29,ohh lala vous etes mechante,bully_support,NAG,NULL,NULL,AIN,ATK,NEG,0,1,1
conv28_mess8,Zoé,11:36:31,laissez-moi tranquille je vous ai rien demandé,victim,NAG,NULL,NULL,DFN,ATK,NEG,0,0,0
conv28_mess9,Marjorie,11:36:33,oui moi jalouse mdr jalouse de toi en plus,bully,OAG,victim_support,OTH,ATK,DFN,NEG,1,1,1
conv28_mess10,Lucie,11:36:47,on vas faire du sport et evite de tous faire sortir,bully,NAG,NULL,NULL,AIN,ATK,NEG,0,1,1
conv28_mess11,Soan,11:36:55,zoé fait pas attention à ceux quelle dit,victim_support,NAG,NULL,NULL,EMP,DFN,NEU,0,0,0
conv28_mess12,Marjorie,11:36:58,fermez vos gueules un peu,bully,OAG,victim,OTH,ATK,DFN,NEG,1,1,1
conv28_mess13,Michel,11:36:59,evidemment que tu est jalouse de zoé et moi nous somme plus fortes que toi,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv28_mess14,Natacha,11:37:14,allez diminue vos grossse bite cest mieux,bully_support,OAG,victim,DNG,ATK,DFN,NEG,1,1,1
conv28_mess16,Michel,11:37:43,tu n'a pas le droit de dire ce que les autre doivent faire,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv28_mess17,Lucie,11:37:49,sale boufonne parle mieux,bully,OAG,victim_support,NCG,ATK,DFN,NEG,1,1,1
conv28_mess18,Marjorie,11:37:53,michel tg,bully,OAG,victim_support,OTH,ATK,DFN,NEG,1,1,1
conv28_mess19,Michel,11:37:58,tous a fait d'accord avec julien,victim_support,NAG,NULL,NULL,EMP,CNS,NEU,0,0,0
conv28_mess20,Zoé,11:38:00,c'est toi qui insultes là calme-toi un peu,victim,NAG,NULL,NULL,CNS,ATK,NEU,0,0,0
conv28_mess21,Michel,11:38:19,ta geul toi meme majorie la *****,victim_support,OAG,bully,NCG,DFN,ATK,NEG,1,0,0
conv28_mess22,Natacha,11:38:25,je ne vais pas me calme vous etes des viperes,bully_support,OAG,victim/victim_support/conciliator,NCG,ATK,NULL,NEG,1,1,1
conv28_mess23,Marjorie,11:38:26,lucie on va leur montrez comment perdre du poids ca va etre marrant,bully,CAG,victim,OTH,AIN,ATK,NEG,1,1,1
conv28_mess24,Lucie,11:38:43,perdre du poid quelle ironie,bully,OAG,victim,DNG,ATK,AIN,NEG,1,1,1
conv28_mess25,Natacha,11:38:46,haha cest pas drole du touyt,bully_support,NAG,NULL,NULL,AIN,AIN,NEG,0,1,1
conv28_mess26,Michel,11:38:52,hahaha ce qui est marrant c'est de te voir nous envier,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0
conv28_mess27,Lucie,11:38:57,a peine marcher elle a du mal,bully,OAG,victim,DNG,ATK,AIN,NEG,1,1,1
